faly-00061	Fact Check: Will you be penalised for ‘giving lift’ to unknown persons?	none	https://factly.in/fact-check-will-you-be-penalised-for-giving-lift-to-unknown-persons/	None	None	None	None	None	Fact Check: Will you be penalised for ‘giving lift’ to unknown persons?	None	None	['None']
faly-00076	Fact Check: Did Manmohan Singh undertake more foreign visits than Narendra Modi?	none	https://factly.in/fact-check-manmohan-singh-undertake-foreign-visits-narendra-modi/	None	None	None	None	None	Fact Check: Did Manmohan Singh undertake more foreign visits than Narendra Modi?	None	None	['None']
faly-00005	Claim: 31.52 crore Jan Dhan accounts have been opened, equivalent to the population of USA.	true	https://factly.in/fact-checking-government-claims-on-jan-suraksha/	Fact: A total of 32.99 crore accounts have been opened under PMJDY till date. The latest population of the USA is 32.88 crores. Hence, the claim is TRUE.	None	None	None	None	Fact Checking Government claims on Jan Suraksha	None	None	['United_States']
faly-00042	Claim:  More than 1 crore income tax payers linked their Aadhaar with PAN.	unverified	https://factly.in/fact-checking-government-claims-over-use-of-technology/	Fact: Since it has been made mandatory, more than 16.84 crore PANs have been linked to Aadhaar but how many of them are paying tax cannot be verified. Hence, the claim is UNVERIFIED.	None	None	None	None	Fact Checking government claims over use of Technology	None	None	['None']
faly-00029	Claim: Access audit of 1662 important buildings in 50 cities has been completed till date.	true	https://factly.in/fact-check-has-accessibility-for-pwds-improved-in-the-last-four-years/	Fact: Access audits of 1662 buildings in 50 cities completed by auditors. Hence, the claim is TRUE.	None	None	None	None	Fact Check: Has Accessibility for PwDs improved in the last four years?	None	None	['None']
faly-00045	Claim: Online application made mandatory for all clearances	true	https://factly.in/fact-checking-the-governments-claims-on-auctions-clearances/	Fact: It is TRUE that all project proponents have to now make online applications for environmental & forest clearance.	None	None	None	None	Fact Checking the Government’s claims on Auctions & Clearances	None	None	['None']
faly-00038	Claim: Provided for penalties for offences committed against persons with disabilities (PwDs)	true	https://factly.in/rights-of-persons-with-disabilities-act/	Fact: Chapter 16 of the Rights of persons with disabilities Act, 2016 provides for the penalties. Hence, the claim is TRUE.  However,It has to be noted that penalties were also part of the original bill introduced by the UPA government in 2014.	None	None	None	None	Fact Checking Government Claims on the ‘Rights of Persons with Disabilities Act’	None	None	['None']
faly-00037	Claim: Right to free education for children with disabilities (6-18yrs) and reservation of 4% seats for students in higher education institutions.	partly true	https://factly.in/rights-of-persons-with-disabilities-act/	Fact: Right to free education is provided for children in the 6-18 age group & reservation of not less than 5% is provided in higher educational institutions for those with benchmark disabilities, but not to everyone with a disability. Hence, the claim is PARTLY TRUE. Again, it has to be noted that both these provisions were also part of the original bill introduced by the UPA in 2014.	None	None	None	None	Fact Checking Government Claims on the ‘Rights of Persons with Disabilities Act’	None	None	['None']
faly-00026	Claim: Converting at least 50% of all the government buildings in the national capital and all state capitals fully accessible.	unverified	https://factly.in/fact-check-has-accessibility-for-pwds-improved-in-the-last-four-years/	Fact: 58 out of the 75 selected central government buildings in 39 cities have been retrofitted as of March 2018. Since the claim is talking about a future target and not an achievement, it remains UNVERIFIED	None	None	None	None	Fact Check: Has Accessibility for PwDs improved in the last four years?	None	None	['None']
faly-00024	Claim: Over 6 lakh Divyang people have benefitted from 5790 camps.	true	https://factly.in/fact-check-what-did-the-government-do-for-the-development-of-persons-with-disabilities/	Fact: In the last 4 years, 6073 camps were organized which have benefitted 9.35 lakh people.  Hence, the claim is TRUE.  However, it has to be noted that the average number of beneficiaries under the ADIP scheme has not increased despite a substantial increase in the number of camps. Even under the UPA, the annual average number of beneficiaries was around 2.5 lakh.	None	None	None	None	Fact Check: What did the government do for the development of Persons with Disabilities?	None	None	['None']
faly-00008	Claim: FDI equity flow has gone up by 47%.	false	https://factly.in/fact-check-has-india-been-attracted-more-fdi-in-the-last-few-years/	Fact: The claim is very vague and the available data does not corroborate this number. Hence the claim is FALSE.	None	None	None	None	Fact Check: Has India attracted more FDI in the last few years?	None	None	['None']
faly-00003	Claim: Income eligibility has been raised from 2 lakh rupees to 2.5 lakh rupees for the pre-metric scholarship for SC students.	true	https://factly.in/fact-check-has-the-allocation-for-scholarships-of-scs-obcs-increased/	Fact: Income eligibility criteria for Pre-Matric Scholarships for Scheduled Castes Students studying in Class IX and X was raised from Rs. 2 Lakh to Rs. 2.5 Lakh. Hence, the claim is TRUE.	None	None	None	None	Fact Check: Has the allocation for Scholarships of SCs/OBCs increased?	None	None	['None']
faly-00049	Claim: More than 1 crore taxpayers registered with GST, including 35 lakh new taxpayers.	true	https://factly.in/fact-checking-the-governments-claims-over-formalization-of-economy/	Fact: As of December 2017, close to 1 crore taxpayers were registered under GST out of which 34.22 lakh were new. Hence the claim is TRUE	None	None	None	None	Fact Checking the Government’s Claims over formalization of Economy	None	None	['None']
faly-00012	Claim: India ranked 3rd in the list of top prospective host economies for 2016-18 in the UNCTAD World Investment Report (WIR).	true	https://factly.in/fact-checking-claims-on-indias-global-standing-in-fdi-inflows/	Fact:  India continues to be ranked 3rd in the list of prospective economies in WIR. This ranking has been more or less stable for a number of years. Hence, the claim is TRUE.	None	None	None	None	Fact Checking claims on India’s global standing in FDI inflows	None	None	['None']
faly-00009	Claim: There has been a rise from 36.05 billion USD in 2013-14 to 60.08 billion USD in 2016-17	true	https://factly.in/fact-check-has-india-been-attracted-more-fdi-in-the-last-few-years/	Fact: Assuming that the numbers correspond to India’s Gross Foreign Direct Investment, the claim is TRUE. However, India’s net FDI inflows and the FDI to GDP ratio have decreased in the last two years	None	None	None	None	Fact Check: Has India attracted more FDI in the last few years?	None	None	['None']
faly-00072	Fact Check: Has the UP Government slashed funds for Education?	none	https://factly.in/fact-check-has-the-up-government-slashed-funds-for-education/	None	None	None	None	None	Fact Check: Has the UP Government slashed funds for Education?	None	None	['None']
faly-00028	Claim: Special camps have been organized for distribution of aids and assistive devices to 8 lakh persons with disabilities.	false	https://factly.in/fact-check-has-accessibility-for-pwds-improved-in-the-last-four-years/	Fact: 275 Mega Camps/Special Camps were organized benefitting 3.01 lakh Divyangjans during the last four years. The total number of beneficiaries of the ADIP program in the last four years is more than 9 lakh, but the number of beneficiaries of special camps is only 3.01 lakh. Hence, the claim is FALSE. It also has to be noted that the average number of beneficiaries per year under this scheme during the UPA was also around 2.5 lakh, which has not changed during the current government.	None	None	None	None	Fact Check: Has Accessibility for PwDs improved in the last four years?	None	None	['None']
faly-00046	Claim: Government has abolished interviews for non-gazetted posts	true	https://factly.in/fact-checking-the-governments-claims-on-auctions-clearances/	Fact: Government has dispensed interview for all group C and non-gazetted posts of group B category in the central government. Hence, the claim is TRUE	None	None	None	None	Fact Checking the Government’s claims on Auctions & Clearances	None	None	['None']
faly-00048	Claim: The number of ITRs filed during FY 2017-18 is 6.84 crore, a jump of 80.5% compared to FY 2013-14.	true	https://factly.in/fact-checking-the-governments-claims-over-formalization-of-economy/	Fact: The number of ITRs filed have increased substantially over the last 4 financial years from 3.79 crores to 6.84 crores. Hence, the claim is TRUE. But the total direct tax collections have not increased proportionately.	None	None	None	None	Fact Checking the Government’s Claims over formalization of Economy	None	None	['Fiscal_year']
faly-00074	Fact Check: Rahul Gandhi’s Claims in Telangana public meeting	none	https://factly.in/fact-check-rahul-gandhis-claims-telangana-public-meeting/	None	None	None	None	None	Fact Check: Rahul Gandhi’s Claims in Telangana public meeting	None	None	['None']
faly-00002	Claim: Income eligibility has been raised from 44,500 rupees to 2.5 lakh rupees for the pre-metric scholarship for OBCs.	true	https://factly.in/fact-check-has-the-allocation-for-scholarships-of-scs-obcs-increased/	Fact: The income eligibility has indeed been raised from Rs. 44,500 in 2016-17 to Rs. 2,50,000 in 2017-18. Hence, the claim is TRUE.	None	None	None	None	Fact Check: Has the allocation for Scholarships of SCs/OBCs increased?	None	None	['None']
faly-00068	Fact Check: Is India’s 30 place jump in 2018 EODB rankings the best ever?	none	https://factly.in/fact-check-is-indias-30-place-jump-in-2018-eodb-rankings-the-best-ever/	None	None	None	None	None	Fact Check: Is India’s 30 place jump in 2018 EODB rankings the best ever?	None	None	['None']
faly-00001	Claim: Over 3.3 crore students benefitted during 2014-16, with scholarships worth Rs. 7565 crore.	none	https://factly.in/fact-check-has-the-allocation-for-scholarships-of-scs-obcs-increased/	Fact: The total number of beneficiaries during 2014-16 is 6.99 crore and the total amount of central assistance released is Rs. 7050.22 crore. Both the number of beneficiaries & the amount of central assistance hasn’t changed much from the last two years of the UPA government.	None	None	None	None	Fact Check: Has the allocation for Scholarships of SCs/OBCs increased?	None	None	['None']
faly-00004	Claim: A bank account has been created for every family in just four years.	unverified	https://factly.in/fact-checking-government-claims-on-jan-suraksha/	Fact: 32.99 crore accounts have been opened under PMJDY but it is not possible to verify if each & every family has a bank account. Hence, the claim remains UNVERIFIED.	None	None	None	None	Fact Checking Government claims on Jan Suraksha	None	None	['None']
faly-00023	Claim: Unprecedented increase in camps for Divyangs (PwDs)	true	https://factly.in/fact-check-what-did-the-government-do-for-the-development-of-persons-with-disabilities/	Fact: There has been a 40% increase in the average number of camps conducted for PwDs under the ADIP scheme. Hence the claim is TRUE	None	None	None	None	Fact Check: What did the government do for the development of Persons with Disabilities?	None	None	['None']
faly-00020	Claim: Only 55 camps were conducted pre 2014 for distribution of support equipment to Divyangs while more than 6000 camps are conducted post 2014.	false	https://factly.in/fact-check-has-there-been-a-exponential-increase-in-camps-for-divyangs/	Fact: It is true that more than 6000 camps were conducted for PwDs under the ADIP scheme since 2014-15. But, it is false that only 55 camps were conducted pre 2014. Hence the claim is FALSE.	None	None	None	None	Fact Check: Has there been a exponential increase in camps for Divyangs?	None	None	['None']
faly-00047	Claim: The time taken for environmental approvals has been brought down to 180 days from 600 days.	true	https://factly.in/fact-checking-the-governments-claims-on-auctions-clearances/	Fact: The time taken for environmental approvals was 600 days prior to 2014 and it was 177 days in 2017. Hence, the claim is TRUE. The reduction in time taken could be because of multiple reasons like changes in process etc.	None	None	None	None	Fact Checking the Government’s claims on Auctions & Clearances	None	None	['None']
faly-00050	Claim: 50 lakh new bank accounts opened for cashless, transparent transfer of wages, benefitting workers.	unverified	https://factly.in/fact-checking-the-governments-claims-over-formalization-of-economy/	Fact: The claim is unclear and hence, UNVERIFIED	None	None	None	None	Fact Checking the Government’s Claims over formalization of Economy	None	None	['None']
faly-00070	Fact Check: Has the Pew research said that 85% Indians trust the Government?	none	https://factly.in/fact-check-pew-research-said-85-indians-trust-government/	None	None	None	None	None	Fact Check: Has the Pew research said that 85% Indians trust the Government?	None	None	['None']
faly-00018	Claim: Stipend has been raised from ₹1500 to ₹2500 for local students and from ₹3000 to ₹5000 for outstation students.	true	https://factly.in/fact-checking-government-claims-on-increase-in-scholarship-amount-to-scs-obcs/	Fact: Stipend has been raised from  ₹1500 to ₹2500 for local students and from ₹3000 to ₹5000 per month for outstation students. Hence, the claim is TRUE.	None	None	None	None	Fact Checking Government claims on increase in Scholarship amount to SCs & OBCs	None	None	['None']
faly-00057	Fact Check: Have Amendments to SC/ST PoA worked on ground?	none	https://factly.in/fact-check-have-amendments-to-sc-st-poa-worked-on-ground/	None	None	None	None	None	Fact Check: Have Amendments to SC/ST PoA worked on ground?	None	None	['None']
faly-00017	Claim: Free coaching for SC and OBC students, income eligibility raised from ₹4.5 lakhs to ₹6 lakh rupees	true	https://factly.in/fact-checking-government-claims-on-increase-in-scholarship-amount-to-scs-obcs/	Fact: For Free coaching for SC and OBC students, the income eligibility has been raised from  ₹4.5 lakhs to ₹6 lakhs. This revision was made in 2016. Hence, the claim is TRUE.	None	None	None	None	Fact Checking Government claims on increase in Scholarship amount to SCs & OBCs	None	None	['None']
faly-00075	Fact Check: Delhi Class XII results & how Manish Sisodia got it wrong	none	https://factly.in/fact-check-delhi-class-xii-results-manish-sisodia-got-wrong/	None	None	None	None	None	Fact Check: Delhi Class XII results & how Manish Sisodia got it wrong	None	None	['None']
faly-00033	Claim: Indian Sign Language Research and Training Centre (ISLRTC) established.	partly true	https://factly.in/fact-checking-government-claims-on-scholarship-to-persons-with-disability/	Fact: ISLRTC was first established as an autonomous center in IGNOU in 2011 which was later closed down. It was established as an independent society in  2015 by the current government. Hence, the claim is only PARTLY TRUE.	None	None	None	None	Fact Checking Government claims on Scholarship to Persons with Disability	None	None	['None']
faly-00060	Fact Check: Did Japan & USA enforce temperature setting of Air Conditioners?	none	https://factly.in/fact-check-did-japan-usa-enforce-temperature-setting-of-air-conditioners/	None	None	None	None	None	Fact Check: Did Japan & USA enforce temperature setting of Air Conditioners?	None	None	['United_States']
faly-00065	Fact Check: Has the Government reduced over 60% budget for RTI?	none	https://factly.in/fact-check-government-reduced-60-budget-rti/	None	None	None	None	None	Fact Check: Has the Government reduced over 60% budget for RTI?	None	None	['None']
faly-00022	Claim: Reservations for Divyang persons in government jobs have been raised from 3% to 4%.	partly true	https://factly.in/fact-check-what-did-the-government-do-for-the-development-of-persons-with-disabilities/	Fact: The change in the law governing the rights of people with disabilities has led to an increase in reservation in government jobs from 3% to 4% for persons with benchmark disabilities. In that sense, the claim is PARTLY TRUE since the reservation is only for persons with benchmark disabilities. But, it has to be noted that the draft bill of the new law which was introduced in the parliament by the UPA in 2014 provided for 5% reservation.	None	None	None	None	Fact Check: What did the government do for the development of Persons with Disabilities?	None	None	['None']
faly-00053	Fact Check: In whose tenure did ‘Exports’ grow faster?	none	https://factly.in/fact-check-in-whose-tenure-did-exports-grow-faster/	None	None	None	None	None	Fact Check: In whose tenure did ‘Exports’ grow faster?	None	None	['None']
faly-00043	Claim: GEM online platform for government procurement from vendors to reduce corruption and increase transparency	unverified	https://factly.in/fact-checking-government-claims-over-use-of-technology/	Fact: The platform has been made operational. The contribution of the platform to reducing corruption and increasing transparency cannot be verified. Hence, the claim is UNVERIFIED.	None	None	None	None	Fact Checking government claims over use of Technology	None	None	['None']
faly-00069	Fact Check: Did PM Modi inaugurate an already open ‘All India Institute of Ayurveda’?	none	https://factly.in/fact-check-did-pm-modi-inaugurate-an-already-open-all-india-institute-of-ayurveda/	None	None	None	None	None	Fact Check: Did PM Modi inaugurate an already open ‘All India Institute of Ayurveda’?	None	None	['None']
faly-00063	Fact Check: Are Padma Awardees accorded a ‘State Funeral’?	none	https://factly.in/fact-check-padma-awardees-accorded-state-funeral/	None	None	None	None	None	Fact Check: Are Padma Awardees accorded a ‘State Funeral’?	None	None	['None']
faly-00016	Claim: Stipend for day scholars has been raised from ₹150 to ₹225 and for hostellers from ₹350  to ₹525.	true	https://factly.in/fact-checking-government-claims-on-increase-in-scholarship-amount-to-scs-obcs/	Fact: Revision of maintenance allowance for Day Scholars from ₹150 per month to ₹225 per month and for Hostellers from ₹350 per month to ₹ 525 per month was done in September 2017. Hence this claim is TRUE.	None	None	None	None	Fact Checking Government claims on increase in Scholarship amount to SCs & OBCs	None	None	['None']
faly-00071	Fact Check: Is there a 3-minute waiting rule at Toll Plazas on National Highways?	none	https://factly.in/fact-check-3-minute-waiting-rule-toll-plazas-national-highways/	None	None	None	None	None	Fact Check: Is there a 3-minute waiting rule at Toll Plazas on National Highways?	None	None	['None']
faly-00040	Claim: Over 3,65,996 crores rupees have been directly transferred into the bank accounts of beneficiaries for 432 schemes in last 4 years.	true	https://factly.in/fact-checking-government-claims-over-use-of-technology/	Fact: More than Rs 4.6 lakh crore have been transferred into the accounts of people availing 464 schemes and services from 57 different ministries. Hence, the claim is TRUE. But it has to be noted that the DBT initiative was started during the UPA-2 government.	None	None	None	None	Fact Checking government claims over use of Technology	None	None	['None']
faly-00010	Claim: India is the world number one in attracting Greenfield FDI.	partly true	https://factly.in/fact-checking-claims-on-indias-global-standing-in-fdi-inflows/	Fact: As per the fDi intelligence, India was the highest ranked country in attracting Greenfield FDI in 2015 & 2016. However, in 2017, India was replaced by USA for the top spot. Hence the claim is only PARTLY TRUE.	None	None	None	None	Fact Checking claims on India’s global standing in FDI inflows	None	None	['India']
faly-00059	Fact Check: Have deposits by Indians in Swiss Banks decreased?	none	https://factly.in/fact-check-have-deposits-by-indians-in-swiss-banks-decreased/	None	None	None	None	None	Fact Check: Have deposits by Indians in Swiss Banks decreased?	None	None	['None']
faly-00073	Fact Check: India’s standing in Global Indices	none	https://factly.in/fact-check-indias-standing-global-indices/	None	None	None	None	None	Fact Check: India’s standing in Global Indices	None	None	['None']
faly-00019	Claim: For pre-matric scholarship for OBCs, the rates of scholarship increased substantially.	true	https://factly.in/fact-checking-government-claims-on-increase-in-scholarship-amount-to-scs-obcs/	Fact: The rates have been doubled in certain cases and more than doubled in other cases. Hence, the claim is TRUE.	None	None	None	None	Fact Checking Government claims on increase in Scholarship amount to SCs & OBCs	None	None	['None']
faly-00021	Claim: The previous UPA government constructed only 25 lakh houses in their last 4 years where as the current government in the last 4 years constructed 1.25 crore houses, a difference of 1 crore houses.	false	https://factly.in/fact-check-did-the-upa-construct-only-25-lakh-houses-in-their-last-4-years/	Fact: The UPA in its last 4 years constructed 89.65 lakh houses and not 25 lakh houses. Hence the claim is FALSE.	None	None	None	None	Fact Check: Did the UPA construct only 25 lakh houses in their last 4 years?	None	None	['None']
faly-00027	Claim: Sugamya Bharat Abhiyan has been launched by the government on 3rd December 2015 to provide dignity to divyangs.	true	https://factly.in/fact-check-has-accessibility-for-pwds-improved-in-the-last-four-years/	Fact: Sugamya Bharat Abhiyan is the same as the accessible India campaign. Hence, the claim is TRUE.	None	None	None	None	Fact Check: Has Accessibility for PwDs improved in the last four years?	None	None	['None']
faly-00077	Fact Check: How the media misinterpreted & misreported the PM’s statements on Passports	true	https://factly.in/media-misinterpreted-misreported-pms-statements-passports/	Fact: The claim is TRUE as mentioned above.	None	None	None	None	Fact Check: How the media misinterpreted & misreported the PM’s statements on Passports	None	None	['None']
faly-00056	Claim: Modi government paid interest of Rs 40,000 crore on oil bonds.	true	https://factly.in/fact-check-how-much-did-the-modi-government-pay-for-the-upa-era-oil-bonds/	Fact: The Modi government paid Rs 40,225 crore on interest for oil bonds. Hence this claim is TRUE. But it has to be noted that even the previous UPA government paid such interest and in fact a greater amount than the current government.	None	None	None	None	Fact Check: How much did the Modi Government pay for the UPA era oil bonds?	None	None	['None']
faly-00064	Fact Check: News about Government Compensation in case of Accident Deaths is False	none	https://factly.in/news-government-compensation-case-accident-deaths-false/	None	None	None	None	None	Fact Check: News about Government Compensation in case of Accident Deaths is False	None	None	['None']
faly-00031	Claim: 644 out of the 709 railway stations have been provided with accessibility features for persons with disabilities.	partly true	https://factly.in/fact-checking-government-claims-on-accessibility-for-persons-with-disabilities-pwds/	Fact: Out of 709 A1, A & B category railway stations, 653 are made accessible in short term features. The claim does not mention that 709 is only the number of A1, A and B category stations and not all railway stations. The claim also does not mention that these stations were made accessible with short term features and a lesser number with long-term features. However, the numbers are right. Hence, the claim is PARTLY TRUE.	None	None	None	None	Fact Checking Government Claims on Accessibility for Persons with Disabilities (PwDs)	None	None	['None']
faly-00055	Claim: Modi government paid off the pending bills of the Oil Bonds.	false	https://factly.in/fact-check-how-much-did-the-modi-government-pay-for-the-upa-era-oil-bonds/	Fact: The Modi government paid only Rs 3,500 crore worth oil bonds which matured in 2015 and Oil Bonds worth Rs 1.3 lakh crore are still pending. Hence this claim is FALSE.	None	None	None	None	Fact Check: How much did the Modi Government pay for the UPA era oil bonds?	None	None	['None']
faly-00013	Claim: Moody’s upgraded India sovereign credit rating from Baa3 to Baa2 for the first time in 14 years.	true	https://factly.in/fact-checking-claims-on-indias-global-standing-in-fdi-inflows/	Fact: Moody’s Investors Service has upgraded the Government of India’s local and foreign currency issuer ratings to Baa2 from Baa3. India’s rating has been upgraded after a period of 13 years. Hence the claim is TRUE.	None	None	None	None	Fact Checking claims on India’s global standing in FDI inflows	None	None	['India']
faly-00011	Claim: India ranked 9th on the foreign direct investment (FDI) inflows in 2016 – World Investment Report 2017.	partly true	https://factly.in/fact-checking-claims-on-indias-global-standing-in-fdi-inflows/	Fact: It is true that India is ranked 9th in the list for 2016. However, FDI inflows decreased in the 2017 and India slipped to the 10th rank in 2017. Hence the claim is PARTLY TRUE.	None	None	None	None	Fact Checking claims on India’s global standing in FDI inflows	None	None	['Foreign_direct_investment']