thet-00036	New Scottish Labour leader Richard Leonard just gave a speech demanding Scottish Water be “taken back into public ownership”. But it already is.	mostly true	https://theferret.scot/scottish-water-public-ownership/	None	Environment Fact check 	John Nicolson	None	None	Claim that Scottish water is in public hands is Mostly True	December 1, 2017	None	['None']
thet-00032	Claim Scotland Office hospitality spending has increased seven-fold is False	none	https://theferret.scot/scotland-office-spending-increased-seven-fold-false/	None	Fact check Politics 	None	None	None	Claim Scotland Office hospitality spending has increased seven-fold is False	January 11, 2018	None	['None']
thet-00077	Has the SNP overseen the biggest in-work poverty increase since devolution?	none	https://theferret.scot/snp-overseen-biggest-work-poverty-increase-since-devolution/	None	Fact check 	None	None	None	Has the SNP overseen the biggest in-work poverty increase since devolution?	April 28, 2017	None	['None']
thet-00030	Claim wealth inequality in Scotland has increased	true	https://theferret.scot/wealth-inequality-scotland-oxfam/	None	Fact check 	None	None	None	Claim wealth inequality in Scotland has increased is True	January 29, 2018	None	['None']
thet-00017	Since Police Scotland was established 5 years ago with specialist homicide unit, there have been total of 301 murders in Scotland & every single one of them has been solved	half true	https://theferret.scot/murders-2013-solved-police-scotland/	None	Crime and justice Fact check 	Paul Wheelhouse MSP	None	None	Claim that all murders in Scotland since 2013 have been solved is Half True	April 13, 2018	None	['Scotland']
thet-00048	FFS explains: the GERS report and Scotland’s deficit	none	https://theferret.scot/ffs-explains-gers-report-scotland-deficit/	None	Fact check 	None	None	None	FFS explains: the GERS report and Scotland’s deficit	September 14, 2017	None	['None']
thet-00023	Fact check: The SNP in Scotland vs Labour in Wales	none	https://theferret.scot/scottish-government-snp-scotland-labour-welsh-government-wales/	None	Fact check Politics 	None	None	None	Fact check: The SNP in Scotland vs Labour in Wales	March 1, 2018	None	['Scotland', 'Scottish_National_Party']
thet-00019	...the problem with the supply of affordable housing in England is much, much, much larger than Scotland. I find it fascinating that there is no private-sector rental used at all to place people up here – it’s all local authority and housing association, because you have supply.”	false	https://theferret.scot/scotland-homeless-housing-private-sector/	None	Fact check Housing and homelessness 	Heather Wheeler MP	None	None	Claim that Scotland does not use private accommodation for homeless people is False	March 23, 2018	None	['Scotland', 'England']
thet-00072	Does Scotland attract only four per cent of the UK’s immigrants?	none	https://theferret.scot/scotland-attracts-four-percent-uk-immigrants/	None	Fact check Politics 	None	None	None	Does Scotland attract only four per cent of the UK’s immigrants?	May 26, 2017	None	['None']
thet-00070	Under the SNP, teacher numbers have declined by 4,000.	true	https://theferret.scot/teacher-numbers-declined-snp/	None	Education Fact check 	Scottish Labour leader Kezia Dugdale	None	None	Have teacher numbers declined under the SNP government?	June 2, 2017	None	['None']
thet-00005	“Labour built less than half the number of homes for social rent than they claim. SNP has delivered almost 52,600 homes for social rent, including 9,799 council homes.”	mostly true	https://theferret.scot/snp-social-rent-labour/	None	Fact check Housing and homelessness 	SNP, Twitter	None	None	Claim that SNP built more social rent homes than Labour Mostly True	August 29, 2018	None	['None']
thet-00021	FFS Explains: The gender pay gap in Scotland	none	https://theferret.scot/ffs-explains-gender-pay-gap-scotland/	None	Employment Fact check Finance 	None	None	None	FFS Explains: The gender pay gap in Scotland	March 14, 2018	None	['None']
thet-00047	Claim that 200,000 people are waiting for affordable housing is Half True	none	https://theferret.scot/200000-people-waiting-list-affordable-housing/	None	Fact check Housing and homelessness 	None	None	None	Claim that 200,000 people are waiting for affordable housing is Half True	September 15, 2017	None	['None']
thet-00026	Fact check: Scottish Labour’s party political broadcast	none	https://theferret.scot/scottish-labour-party-political-broadcast/	None	Fact check Politics 	None	None	None	Fact check: Scottish Labour’s party political broadcast	February 16, 2018	None	['None']
thet-00043	Wages are lower now in real terms than they were in 2007, after the slowest decade of wage growth in over two hundred years.	true	https://theferret.scot/ian-blackford-wage-growth-200-years/	None	Fact check Finance 	Ian Blackford, SNP Westminster leader	None	None	Ian Blackford’s claim of worst wage growth in 200 years is True	October 21, 2017	None	['None']
thet-00015	“If we allow the European fishing fleets to use our waters during this transition period it means that they will have the right to do that in the future.”	mostly false	https://theferret.scot/transition-eu-boats-fish-post-brexit/	None	Fact check Politics 	David Coburn MEP	None	None	Claim transition period means EU boats can fish in our waters post-Brexit is Mostly False	April 26, 2018	None	['Europe']
thet-00014	"An estimated 30 per cent of [UK children] will be born into poverty”.	true	https://theferret.scot/30-percent-children-uk-born-poverty/	None	Fact check Politics 	Patrick Harvie, Scottish Greens co-convener	None	None	Claim that 30 per cent of children in the UK are born into poverty is True	May 2, 2018	None	['None']
thet-00025	"In Scotland we don't have university tuition fees, so students aren't facing that challenge. Students leave university with their degree, without a huge debt."	none	https://theferret.scot/snp-student-debt-university/	None	Education Fact check 	Joanna Cherry MP	None	None	Claim students do not leave university with “huge debt” is Mostly False	February 22, 2018	None	['Scotland']
thet-00068	FFS live blog: The Scottish leaders’ debate	none	https://theferret.scot/ferret-fact-service-live-blog-scottish-election-leaders-debate/	None	Fact check Politics 	None	None	None	FFS live blog: The Scottish leaders’ debate	June 6, 2017	None	['Scotland']
thet-00008	“Scotland, the EU's largest oil producer, produces more oil than Dubai & Abu Dhabi combined. Yet No.2 Norway has oil fund of £900Bn?”	mostly false	https://theferret.scot/scotland-oil-abu-dhabi-dubai/	None	Fact check Politics 	Jim Torrance/All Under One Banner	None	None	Claim that Scotland produces more oil than Abu Dhabi and Dubai is Mostly False	July 12, 2018	None	['Scotland']
thet-00051	Sorry Irn-Bru, Scotland’s not the only place where Coca-Cola is not on top	none	https://theferret.scot/scotland-country-coca-cola-popular-irn-bru/	None	Fact check 	None	None	None	Sorry Irn-Bru, Scotland’s not the only place where Coca-Cola is not on top	August 24, 2017	None	['Scotland', 'Coca-Cola']
thet-00062	Did Ruth Davidson break Army rules by wearing military uniform?	false	https://theferret.scot/ruth-davidson-army-rules-military-uniform/	None	Fact check 	None	None	None	Did Ruth Davidson break Army rules by wearing military uniform?	July 2, 2017	None	['None']
thet-00022	Someone serving in Scotland at the same rank and doing the same job as someone in England will pay more tax if they earn more than just £24,000.	false	https://theferret.scot/scottish-military-tax-higher-24000-fact-check/	None	Fact check Politics 	Douglas Ross MP	None	None	Claim that military earning over just £24,000 will pay more tax in Scotland is False	March 9, 2018	None	['Scotland', 'England']
thet-00049	Labour claim that SNP voted down public sector pay cap end is Mostly True	none	https://theferret.scot/labour-snp-public-sector-pay-cap/	None	Fact check 	None	None	None	Labour claim that SNP voted down public sector pay cap end is Mostly True	September 11, 2017	None	['None']
thet-00078	Do ‘mature democracies’ deny 16-year-olds the right to vote?	none	https://theferret.scot/countries-deny-sixteen-year-olds-vote/	None	Fact check 	None	None	None	Do ‘mature democracies’ deny 16-year-olds the right to vote?	April 20, 2017	None	['None']
thet-00004	The plans will protect around 8,000 personnel who would otherwise be negatively affected by the income tax hikes	mostly true	https://theferret.scot/armed-forces-personnel-scottish-tax-changes/	None	Fact check Politics 	Gavin Williamson, Defence Secretary	None	None	Claim 8,000 armed forces personnel will be affected by Scottish tax changes is Mostly True	September 13, 2018	None	['None']
thet-00018	Ferret Fact Service: a year of fact-checking by the numbers	none	https://theferret.scot/ferret-fact-service-fact-checking-numbers/	None	Fact check Politics 	None	None	None	Ferret Fact Service: a year of fact-checking by the numbers	April 2, 2018	None	['None']
thet-00081	Would an independent Scotland have to join a queue for EU membership?	none	https://theferret.scot/independent-scotland-queue-eu-membership/	None	Fact check 	None	None	None	Would an independent Scotland have to join a queue for EU membership?	April 4, 2017	None	['None']
thet-00075	Does the ‘rape clause’ only require victims to tick a box to receive exemption?	none	https://theferret.scot/rape-victims-dont-just-tick-box-receive-tax-credit-exemption/	None	Fact check 	None	None	None	Does the ‘rape clause’ only require victims to tick a box to receive exemption?	May 5, 2017	None	['None']
thet-00045	“What the policy [tuition fees] has done has meant that there are more students going to university.”	half true	https://theferret.scot/theresa-may-tuition-fees-increase-university-students/	None	Education Fact check 	None	None	None	Theresa May’s claim tuition fees meant an increase in university students is Half True	October 5, 2017	None	['None']
thet-00059	FFS explains: how does EU trade work?	none	https://theferret.scot/explainer-european-union-trade-uk-brexit/	None	Fact check 	None	None	None	FFS explains: how does EU trade work?	July 19, 2017	None	['None']
thet-00046	I think people should be looking to the UK government and reflecting on the fact there has been lots of promises made to the Clyde but more often than not those promises are broken. It is only a couple of years ago that workers were being promised a frigate factory on the Clyde	mostly true	https://theferret.scot/sturgeon-indyref-shipbuilding-promises-broken/	None	Arms trade Fact check 	First Minister Nicola Sturgeon	None	None	Sturgeon’s claim indyref shipbuilding promises were broken is Mostly True	September 22, 2017	None	['None']
thet-00035	Claim that Brexit was not a vote to leave single market is Half True	none	https://theferret.scot/single-market-eu-brexit-vote/	None	Fact check Politics 	None	None	None	Claim that Brexit was not a vote to leave single market is Half True	December 14, 2017	None	['None']
thet-00066	“80 per cent of British people voted for parties that have accepted we have to leave the European Union.”	half true	https://theferret.scot/80-per-cent-vote-parties-accept-brexit/	None	Fact check Politics 	David Davis MP, Brexit secretary	None	None	Did 80 per cent of British people vote for parties that accept Brexit?	June 18, 2017	None	['United_Kingdom', 'European_Union']
thet-00033	No, Santa Claus was not first dressed in red by Coca-Cola	none	https://theferret.scot/fact-check-coca-cola-red-santa-claus-christmas/	None	Fact check 	None	None	None	No, Santa Claus was not first dressed in red by Coca-Cola	December 25, 2017	None	['None']
thet-00037	The budget hands the SNP government a £2 billion Barnett bonus. It’s funding that could now be used to help solve Scotland’s housing crisis, to upgrade infrastructure, and to support our schools and hospitals.	half true	https://theferret.scot/2bn-budget-boost-scotlands-services/	None	Fact check Finance Politics 	Ruth Davidson, Scottish Conservatives leader	None	None	Claim of £2bn budget bonus for Scotland is Half True	November 27, 2017	None	['Scotland']
thet-00058	The Repeal Bill "is a naked power-grab, an attack on the founding principles of devolution"	half true	https://theferret.scot/sturgeon-eu-repeal-bill-devolution-power-grab/	None	Fact check 	Nicola Sturgeon, First Minister	None	None	Nicola Sturgeon’s Repeal Bill devolution “power grab” claim is Half True	July 21, 2017	None	['None']
thet-00029	Fact check: ‘What has the SNP ever done for us?’	none	https://theferret.scot/fact-check-snp-party-political-broadcast/	None	Crime and justice Education Fact check Fracking Health Politics 	None	None	None	Fact check: ‘What has the SNP ever done for us?’	January 31, 2018	None	['None']
thet-00064	Did the SNP vote to ‘cut off puppy dog tails’?	none	https://theferret.scot/snp-vote-cut-puppy-dog-tails/	None	Environment Fact check 	None	None	None	Did the SNP vote to ‘cut off puppy dog tails’?	June 25, 2017	None	['None']
thet-00063	"The grubby Tory-DUP deal short-changes Scotland by an estimated £2.9 billion."	half true	https://theferret.scot/scotland-3bn-conservative-dup-deal-barnett/	None	Fact check Politics 	SNP, 26 June	None	None	Has Scotland been ‘short-changed’ by £2.9bn in the Conservative-DUP deal?	June 30, 2017	None	['None']
thet-00061	The Common Fisheries Policy has “devastated the fishing industry, especially here in North-East Scotland".	mostly false	https://theferret.scot/common-fisheries-policy-north-east-fishing-industry/	None	Fact check 	Michael Gove MP, June 23	None	None	Common Fisheries Policy has not ‘devastated’ North-East fishing industry	July 9, 2017	None	['None']
thet-00079	Does Scotland have the best A&E waiting times in the UK?	none	https://theferret.scot/does-scotland-have-best-emergency-nhs-waiting-times-uk/	None	Fact check 	None	None	None	Does Scotland have the best A&E waiting times in the UK?	April 13, 2017	None	['None']
thet-00013	Between 2000 and 2013 there were 1.8 race-related murders per million people, compared to 1.3 per million in the rest of the UK	mostly true	https://theferret.scot/scotland-race-related-murders/	None	Crime and justice Fact check 	The Scotsman	None	None	Claim that Scotland had higher rate of race-related murders is Mostly True	May 11, 2018	None	['None']
thet-00038	There is no evidence that joining the EEC or the single market boosted UK growth so it's difficult to see how leaving will do the opposite.	mostly false	https://theferret.scot/eu-eec-uk-gdp-growth/	None	Fact check Finance 	John Redwood MP	None	None	MP’s claim joining EEC did not boost UK growth is Mostly False	November 22, 2017	None	['None']
thet-00052	First Minister’s claim that unemployment is down is Mostly True	none	https://theferret.scot/fact-check-sturgeon-unemployment/	None	Fact check 	None	None	None	First Minister’s claim that unemployment is down is Mostly True	August 20, 2017	None	['None']
thet-00011	FFS Explains: the changing benefits system in the UK and Scotland	none	https://theferret.scot/ffs-explains-benefits-system-uk-scotland/	None	Fact check Politics 	None	None	None	FFS Explains: the changing benefits system in the UK and Scotland	June 5, 2018	None	['None']
thet-00044	The UK Government has departed from our agreed funding formula leaving Scotland’s railways £600m short.	mostly true	https://theferret.scot/humza-yousaf-rail-funding-formula-ignored/	None	Fact check 	Humza Yousaf	None	None	Minister’s claim rail funding formula is being bypassed is Mostly True	October 19, 2017	None	['None']
thet-00006	Thankfully, @ScotTories ended the SNP policy that saw our fire service pay VAT – the £10 million saved could pay for an extra 350 firefighters.	mostly false	https://theferret.scot/fire-service-paying-vat-snp-policy-mostly-false/	None	Fact check Politics 	Kirstene Hair MP	None	None	Claim that fire service paying VAT was ‘SNP policy’ is Mostly False	August 9, 2018	None	['None']
thet-00056	Being in the single market is "dependent on membership of the EU"	false	https://theferret.scot/single-market-membership-not-dependent-eu/	None	Fact check 	Jeremy Corbyn, Labour leader	None	None	Single market membership is not dependent on being in EU	July 30, 2017	None	['None']
thet-00076	Is the SNP planning to “cut back” bus pass eligibility?	none	https://theferret.scot/snp-planning-cut-bus-pass-eligibility/	None	Fact check 	None	None	None	Is the SNP planning to “cut back” bus pass eligibility?	May 3, 2017	None	['None']
thet-00028	The SNP has moved its position several times. It demanded full membership of the EU as an independent country (2014), to retaining single market membership (May 2017), then preferring EFTA to the EU (Oct 2017) and now full membership of the single market and customs union	mostly false	https://theferret.scot/snp-brexit-european-union-stance-four-times-mostly-false/	None	Fact check Politics 	Richard Leonard, Scottish Labour leader	None	None	Claim the SNP changed Brexit stance four times is Mostly False	February 8, 2018	None	['None']
thet-00042	One in four pupils in Scotland have a recognised additional support need but since 2010 over 500 ASN [additional support needs] teachers and hundreds of specialist support staff have also been cut.	mostly true	https://theferret.scot/scottish-greens-learning-support-teachers/	None	Education Fact check 	Scottish Greens	None	None	Greens claim of learning support teachers cut is Mostly True	October 27, 2017	None	['Scotland']
thet-00024	FFS explains: EU immigration and Scotland	none	https://theferret.scot/ffs-eu-immigration-scotland/	None	Asylum Fact check Politics 	None	None	None	FFS explains: EU immigration and Scotland	February 28, 2018	None	['None']
thet-00016	Claim youth unemployment lower in Scotland than UK is True	true	https://theferret.scot/youth-unemployment-scottish-government-fact-check/	None	Employment Fact check Politics 	None	None	None	Claim youth unemployment lower in Scotland than UK is True	April 23, 2018	None	['Scotland']
thet-00010	Claim Scotland’s climate targets are toughest in the world	false	https://theferret.scot/scotlands-climate-targets-toughest-world/	None	Environment Fact check 	None	None	None	Claim Scotland’s climate targets are toughest in the world is False	June 12, 2018	None	['None']
thet-00034	Scotland’s budget: Fact-checking tax claims	none	https://theferret.scot/scotlands-budget-fact-check-income-tax/	None	Fact check Finance Politics 	None	None	None	Scotland’s budget: Fact-checking tax claims	December 21, 2017	None	['None']
thet-00007	Scottish farmers – 60% voted No to Scottish Independence, 60% voted for Brexit, 60% voted Tory, 60% estimated to be declared bankrupt within a decade of Hard Brexit.	mostly false	https://theferret.scot/fact-check-scottish-farmers-brexit-conservatives-independence/	None	Fact check 	Social media graphic	None	None	Claim 60 per cent of Scots farmers voted for Brexit, Tories and against independence is Mostly False	July 25, 2018	None	['Scotland', 'Scottish_independence']
thet-00053	Labour’s claim that bus services are ‘grinding to a halt’ is Half True	none	https://theferret.scot/labour-bus-services-grinding-halt-half-true/	None	Fact check 	None	None	None	Labour’s claim that bus services are ‘grinding to a halt’ is Half True	August 13, 2017	None	['None']
thet-00069	Is productivity growing faster in Scotland than the UK?	none	https://theferret.scot/productivity-growing-faster-scotland-uk/	None	Fact check Finance 	None	None	None	Is productivity growing faster in Scotland than the UK?	June 4, 2017	None	['Scotland']
thet-00065	EU referendum: eight controversial Brexit claims fact-checked	none	https://theferret.scot/brexit-eu-claims-fact-checked/	None	Fact check Politics 	None	None	None	EU referendum: eight controversial Brexit claims fact-checked	June 23, 2017	None	['None']
thet-00041	It’s time the Scottish Government got on with using its powers [over broadband] for the benefit of the people in Scotland.	mostly false	https://theferret.scot/theresa-may-scotland-broadband-powers/	None	Fact check 	Prime Minister Theresa May	None	None	Theresa May’s claim Scotland has broadband powers is Mostly False	November 2, 2017	None	['Scotland']
thet-00039	Claim that Salmond show is on ‘Russian propaganda channel’ is Mostly True	none	https://theferret.scot/alex-salmond-russia-propaganda-rt/	None	Fact check Politics 	None	None	None	Claim that Salmond show is on ‘Russian propaganda channel’ is Mostly True	November 16, 2017	None	['Russia']